	word	gold	gru pred	earlyBoundary	lateBoundary	missedBoundary	addedBoundary	totalErrors
348	nanomete	n/1 a/0 n/1 o/0 m/1 e/0 t/1 e/0 r/0	n/1 a/0 N/0 O/1 m/1 e/0 t/1 e/0 r/0	0	1	0	0	1
349	jess	j/1 e/0 s/0 s/0	j/1 e/0 s/0 S/1	0	0	0	1	1
350	bandwagon	b/1 a/0 n/0 d/0 w/1 a/0 g/0 o/1 n/0	b/1 a/0 n/0 d/0 w/1 a/0 g/0 O/0 n/0	0	0	1	0	1
351	uniforme	u/1 n/1 i/0 f/1 o/0 r/0 m/0 e/0 d/0	u/1 N/0 i/0 f/1 o/0 r/0 m/0 e/0 d/0	1	0	0	0	1
352	imagines	i/1 m/1 a/0 g/1 i/0 n/1 e/0 s/0	i/1 M/0 A/1 G/0 I/1 N/0 e/0 s/0	3	0	0	0	3
353	irk	/1 i/0 r/0 k/0	/1 i/0 R/1 k/0	0	0	0	1	1
354	thorax	t/1 h/0 o/0 r/0 a/1 x/0	t/1 h/0 o/0 r/0 A/0 x/0	0	0	1	0	1
355	tsa	t/1 s/0 a/0 r/0	t/1 s/0 a/0 R/1	0	0	0	1	1
356	communicate	c/1 o/0 m/0 m/1 u/0 n/1 i/0 c/1 a/0 t/0 e/1 d/0	c/1 o/0 m/0 m/1 u/0 n/1 i/0 c/1 a/0 T/1 e/1 d/0	0	0	0	1	1
357	besity	/1 b/1 e/0 s/0 i/1 t/1 y/0	o/1 B/0 e/0 s/0 I/0 T/0 y/0	1	0	2	0	3
358	iligent	/1 i/0 l/0 i/1 g/1 e/0 n/0 t/0	/1 i/0 L/1 I/0 G/0 e/0 n/0 t/0	1	0	1	0	2
359	prednisone	p/1 r/0 e/0 d/0 n/1 i/0 s/1 o/0 n/0 e/0	p/1 r/0 e/0 D/1 n/1 i/0 S/0 o/0 n/0 e/0	0	0	1	0	1
360	corduroy	c/1 o/0 r/0 d/1 u/0 r/1 o/0 y/0	c/1 o/0 r/0 D/0 u/0 R/0 o/0 y/0	0	0	2	0	2
361	nonviolence	n/1 o/0 n/0 v/1 i/0 o/1 l/1 e/0 n/0 c/0 e/0	n/1 o/0 n/0 v/1 i/0 o/1 L/0 e/0 n/0 c/0 e/0	1	0	0	0	1
362	humming	h/1 u/0 m/0 m/1 i/0 n/0 g/0	h/1 u/0 M/1 m/1 i/0 n/0 g/0	0	0	0	1	1
363	jesse	j/1 e/0 s/0 s/0 e/0	j/1 e/0 s/0 S/1 e/0	0	0	0	1	1
364	sharia	s/1 h/0 a/0 r/1 i/0 a/1	s/1 h/0 a/0 R/0 i/0 a/1	0	0	1	0	1
365	monophonic	m/1 o/0 n/0 o/1 p/1 h/0 o/0 n/0 i/1 c/0	m/1 o/0 n/0 o/1 P/0 h/0 o/0 n/0 i/1 c/0	1	0	0	0	1
366	fulfilling	f/1 u/0 l/0 f/1 i/0 l/0 l/1 i/0 n/0 g/0	f/1 u/0 l/0 f/1 i/0 l/0 L/0 I/1 n/0 g/0	0	1	0	0	1
367	composition	c/1 o/0 m/0 p/1 o/0 s/1 i/0 t/1 i/0 o/0 n/0	c/1 o/0 m/0 p/1 o/0 S/0 i/0 t/1 i/0 o/0 n/0	0	0	1	0	1
368	mounte	m/1 o/0 u/0 n/0 t/0 e/1 d/0	m/1 o/0 u/0 n/0 T/1 e/1 d/0	0	0	0	1	1
369	swimsuit	s/1 w/0 i/0 m/0 s/1 u/0 i/0 t/0	s/1 w/0 i/0 m/0 S/0 u/0 i/0 t/0	0	0	1	0	1
370	sessions	s/1 e/0 s/0 s/1 i/0 o/0 n/0 s/0	s/1 e/0 s/0 s/1 i/0 o/0 n/0 S/1	0	0	0	1	1
371	estimate	e/1 s/0 t/1 i/0 m/1 a/0 t/0 e/1 d/0	/1 s/0 t/1 i/0 m/1 a/0 t/0 E/0 d/0	0	0	1	0	1
372	einstate	r/1 e/0 i/1 n/0 s/1 t/0 a/0 t/0 e/1 d/0	/1 e/0 i/1 n/0 s/1 t/0 a/0 t/0 E/0 d/0	0	0	1	0	1
373	coincide	c/1 o/0 i/1 n/0 c/1 i/0 d/0 e/0	c/1 o/0 I/0 n/0 c/1 i/0 d/0 e/0	0	0	1	0	1
374	turnip	t/1 u/0 r/0 n/1 i/0 p/0	t/1 u/0 r/0 N/0 I/1 p/0	0	1	0	0	1
375	histamine	h/1 i/0 s/0 t/1 a/0 m/1 i/0 n/0 e/0	h/1 i/0 s/0 t/1 a/0 M/0 I/1 n/0 e/0	0	1	0	0	1
376	ende	r/1 e/0 n/0 d/0 e/1 r/0	/1 e/0 n/0 D/1 E/0 r/0	1	0	0	0	1
377	court	c/1 o/0 u/0 r/0 t/0	c/1 o/0 u/0 r/0 T/1	0	0	0	1	1
378	sinuses	s/1 i/0 n/1 u/0 s/0 e/1 s/0	s/1 i/0 N/0 u/0 s/0 E/0 s/0	0	0	2	0	2
379	equities	e/1 q/0 u/1 i/0 t/1 i/0 e/0 s/0	/1 Q/1 U/0 i/0 t/1 i/0 e/0 s/0	1	0	0	0	1
380	infrequent	i/1 n/0 f/1 r/0 e/0 q/1 u/0 e/0 n/0 t/0	i/1 n/0 f/1 r/0 e/0 q/1 u/0 e/0 n/0 T/1	0	0	0	1	1
381	impure	i/1 m/0 p/1 u/0 r/0 e/0	i/1 m/0 p/1 u/0 R/1 e/0	0	0	0	1	1
382	mutte	m/1 u/0 t/0 t/1 e/0 r/0	m/1 u/0 T/1 t/1 e/0 r/0	0	0	0	1	1
383	ermatologist	/1 e/0 r/0 m/1 a/0 t/1 o/0 l/0 o/1 g/1 i/0 s/0 t/0	/1 e/0 R/1 m/1 a/0 T/0 o/0 l/0 O/0 g/1 I/1 s/0 t/0	0	1	1	0	2
384	simp	s/1 i/0 m/0 p/0	s/1 i/0 m/0 P/1	0	0	0	1	1
385	sexiest	s/1 e/0 x/0 i/1 e/1 s/0 t/0	s/1 e/0 x/0 i/1 E/0 s/0 t/0	1	0	0	0	1
386	accept	a/1 c/0 c/1 e/0 p/0 t/1 o/0 r/0	a/1 c/0 c/1 e/0 p/0 T/0 o/0 r/0	0	0	1	0	1
387	promising	p/1 r/0 o/0 m/0 i/1 s/0 i/1 n/0 g/0	p/1 r/0 o/0 M/1 I/0 s/0 I/0 n/0 g/0	1	0	1	0	2
388	mint	m/1 i/0 n/0 t/0	m/1 i/0 n/0 T/1	0	0	0	1	1
389	bureaucratic	b/1 u/0 r/1 e/0 a/0 u/0 c/1 r/0 a/0 t/0 i/1 c/0	b/1 u/0 R/0 e/0 a/0 u/0 C/0 r/0 a/0 t/0 I/0 c/0	0	0	3	0	3
390	boxers	b/1 o/0 x/0 e/1 r/0 s/0	b/1 o/0 x/0 e/1 r/0 S/1	0	0	0	1	1
391	bigotry	b/1 i/0 g/0 o/1 t/0 r/1 y/0	b/1 i/0 g/0 o/1 t/0 R/0 y/0	0	0	1	0	1
392	stanhope	s/1 t/0 a/0 n/0 h/1 o/0 p/0 e/0	s/1 t/0 a/0 n/0 H/0 o/0 p/0 e/0	0	0	1	0	1
393	astronaut	a/1 s/0 t/1 r/0 o/0 n/1 a/0 u/0 t/0	a/1 s/0 t/1 r/0 o/0 n/1 a/0 u/0 T/1	0	0	0	1	1
394	ughty	/1 o/0 u/0 g/0 h/0 t/1 y/0	/1 o/0 u/0 g/0 h/0 T/0 Y/1	0	1	0	0	1
395	hinoplasty	r/1 h/0 i/0 n/1 o/0 p/1 l/0 a/0 s/0 t/1 y/0	/1 h/0 i/0 n/1 o/0 P/0 l/0 a/0 s/0 T/0 y/0	0	0	2	0	2
396	eczema	e/1 c/0 z/1 e/0 m/1 a/0	/1 C/1 z/1 e/0 M/0 a/0	0	0	1	0	1
397	crie	c/1 r/0 i/0 e/0 d/0	c/1 r/0 i/0 E/1 d/0	0	0	0	1	1
398	eunite	r/1 e/0 u/1 n/1 i/0 t/0 e/1 d/0	/1 e/0 u/1 n/1 i/0 T/1 E/0 d/0	1	0	0	0	1
399	subsequent	s/1 u/0 b/0 s/1 e/0 q/1 u/0 e/0 n/0 t/0	s/1 u/0 b/0 s/1 e/0 q/1 u/0 e/0 n/0 T/1	0	0	0	1	1
400	indeterminate	i/1 n/0 d/1 e/0 t/1 e/0 r/0 m/1 i/0 n/1 a/0 t/0 e/0	i/1 n/0 d/1 e/0 t/1 e/0 r/0 m/1 i/0 N/0 a/0 T/1 e/0	0	0	1	0	1
401	nature	n/1 a/0 t/1 u/0 r/0 e/0	n/1 a/0 t/1 U/1 r/0 e/0	0	0	0	1	1
402	mela	m/1 e/0 l/1 a/0	m/1 e/0 L/0 A/1	0	1	0	0	1
403	adept	a/1 d/0 e/1 p/0 t/0	a/1 d/0 e/1 P/1 T/1	0	0	0	2	2
404	favorite	f/1 a/0 v/1 o/0 r/0 i/1 t/0 e/0	f/1 a/0 v/1 o/0 r/0 i/1 T/1 e/0	0	0	0	1	1
405	adage	a/1 d/0 a/1 g/0 e/0	a/1 d/0 A/0 G/1 e/0	0	1	0	0	1
406	collaborative	c/1 o/0 l/0 l/1 a/0 b/0 o/1 r/1 a/0 t/1 i/0 v/0 e/0	c/1 o/0 l/0 l/1 a/0 b/0 o/1 r/1 a/0 T/0 i/0 v/0 e/0	0	0	1	0	1
407	aesthetically	a/1 e/0 s/0 t/1 h/0 e/0 t/0 i/1 c/1 a/0 l/0 l/1 y/0	a/1 e/0 s/0 t/1 h/0 e/0 t/0 i/1 C/0 a/0 l/0 l/1 y/0	1	0	0	0	1
408	acyl	a/1 c/0 y/1 l/0	a/1 c/0 Y/0 l/0	0	0	1	0	1
409	vital	v/1 i/0 t/1 a/0 l/0	v/1 i/0 T/0 a/0 l/0	0	0	1	0	1
410	turtleneck	t/1 u/0 r/0 t/1 l/0 e/0 n/1 e/0 c/0 k/0	t/1 u/0 r/0 t/1 L/1 e/0 N/0 e/0 c/0 k/0	0	0	1	0	1
411	supernatural	s/1 u/0 p/1 e/0 r/0 n/1 a/0 t/0 u/1 r/1 a/0 l/0	s/1 u/0 p/1 e/0 r/0 n/1 a/0 T/1 U/0 R/0 a/0 l/0	1	0	1	0	2
412	application	a/1 p/0 p/1 l/0 i/0 c/1 a/0 t/1 i/0 o/0 n/0	a/1 p/0 p/1 l/0 i/0 c/1 a/0 T/0 i/0 o/0 n/0	0	0	1	0	1
413	iscontinuation	/1 i/0 s/0 c/1 o/0 n/0 t/1 i/0 n/0 u/1 a/1 t/1 i/0 o/0 n/0	/1 i/0 s/0 c/1 o/0 n/0 t/1 i/0 n/0 u/1 a/1 T/0 i/0 o/0 n/0	1	0	0	0	1
414	y	/1 o/0 w/0 r/1 y/0	/1 o/0 w/0 R/0 y/0	0	0	1	0	1
415	module	m/1 o/0 d/0 u/1 l/0 e/0	m/1 o/0 d/0 u/1 L/1 e/0	0	0	0	1	1
416	mosquit	m/1 o/0 s/0 q/1 u/0 i/0 t/1 o/0	m/1 o/0 s/0 Q/0 u/0 i/0 T/0 o/0	0	0	2	0	2
417	bustle	b/1 u/0 s/0 t/1 l/0 e/0	b/1 u/0 s/0 T/0 L/1 e/0	0	1	0	0	1
418	jordan	j/1 o/0 r/0 d/1 a/0 n/0	j/1 o/0 r/0 D/0 a/0 n/0	0	0	1	0	1
419	garrison	g/1 a/0 r/0 r/1 i/0 s/1 o/0 n/0	g/1 a/0 r/0 r/1 i/0 S/0 o/0 n/0	0	0	1	0	1
420	finitely	f/1 i/0 n/1 i/0 t/0 e/0 l/1 y/0	f/1 i/0 N/0 I/1 T/1 e/0 l/1 y/0	0	1	0	1	2
421	savant	s/1 a/0 v/1 a/0 n/0 t/0	s/1 a/0 V/0 a/0 n/0 t/0	0	0	1	0	1
422	psych	p/1 s/0 y/0 c/0 h/0	p/1 s/0 y/0 C/1 h/0	0	0	0	1	1
423	unmoderate	u/1 n/0 m/1 o/0 d/0 e/1 r/0 a/1 t/0 e/1 d/0	u/1 n/0 m/1 o/0 d/0 e/1 r/0 a/1 T/1 E/0 d/0	1	0	0	0	1
424	mata	m/1 a/0 t/0 a/1 d/1 o/0 r/0	m/1 a/0 T/1 A/0 d/1 o/0 r/0	1	0	0	0	1
425	ecalculate	r/1 e/0 c/1 a/0 l/0 c/1 u/0 l/1 a/0 t/0 e/0	/1 e/0 c/1 a/0 l/0 c/1 u/0 l/1 a/0 t/0 E/1	0	0	0	1	1
426	flags	f/1 l/0 a/0 g/0 s/0	f/1 l/0 a/0 g/0 S/1	0	0	0	1	1
427	jubilee	j/1 u/0 b/1 i/0 l/1 e/0 e/0	j/1 u/0 b/1 i/0 L/0 e/0 e/0	0	0	1	0	1
428	plenum	p/1 l/0 e/0 n/1 u/0 m/0	p/1 l/0 e/0 N/0 u/0 m/0	0	0	1	0	1
429	abl	a/1 b/0 l/0	a/1 B/1 l/0	0	0	0	1	1
430	aside	a/1 s/1 i/0 d/0 e/0	a/1 S/0 i/0 d/0 e/0	1	0	0	0	1
431	finalize	f/1 i/0 n/1 a/0 l/0 i/1 z/0 e/0	f/1 i/0 N/0 a/0 l/0 i/1 z/0 e/0	0	0	1	0	1
432	sincerity	s/1 i/0 n/0 c/1 e/0 r/0 i/1 t/1 y/0	s/1 i/0 n/0 c/1 e/0 r/0 I/0 t/1 y/0	0	1	0	0	1
433	ign	i/1 g/0 n/0	i/1 g/0 N/1	0	0	0	1	1
434	freedom	f/1 r/0 e/0 e/0 d/1 o/0 m/0	f/1 r/0 e/0 e/0 D/0 o/0 m/0	0	0	1	0	1
435	benjamin	b/1 e/0 n/0 j/1 a/0 m/1 i/0 n/0	b/1 e/0 n/0 j/1 a/0 M/0 I/1 n/0	0	1	0	0	1
436	forecaste	f/1 o/0 r/0 e/0 c/1 a/0 s/0 t/0 e/1 d/0	f/1 o/0 r/0 e/0 c/1 a/0 s/0 t/0 E/0 d/0	0	0	1	0	1
437	madu	m/1 a/0 d/1 u/0 r/1 o/0	m/1 a/0 D/0 U/1 R/0 O/1	1	1	0	0	2
438	fabricating	f/1 a/0 b/0 r/1 i/0 c/1 a/0 t/0 i/1 n/0 g/0	f/1 a/0 b/0 R/0 i/0 c/1 a/0 t/0 I/0 n/0 g/0	0	0	2	0	2
439	efense	/1 e/0 f/1 e/0 n/0 s/0 e/0	/1 e/0 f/1 e/0 n/0 S/1 e/0	0	0	0	1	1
440	andy	r/1 a/0 n/0 d/0 y/1	/1 a/0 n/0 d/0 Y/0	0	0	1	0	1
441	pass	p/1 a/0 s/0 s/0	p/1 a/0 s/0 S/1	0	0	0	1	1
442	burgla	b/1 u/0 r/0 g/1 l/0 a/0 r/0	b/1 u/0 r/0 G/0 l/0 a/0 r/0	0	0	1	0	1
443	ente	r/1 e/0 n/0 t/0 e/1 r/0	/1 e/0 n/0 T/1 E/0 r/0	1	0	0	0	1
444	finally	f/1 i/0 n/1 a/0 l/0 l/1 y/0	f/1 i/0 N/0 a/0 l/0 l/1 y/0	0	0	1	0	1
445	brochure	b/1 r/0 o/0 c/1 h/0 u/0 r/0 e/0	b/1 r/0 o/0 C/0 h/0 u/0 r/0 e/0	0	0	1	0	1
446	promissory	p/1 r/0 o/0 m/0 i/1 s/0 s/1 o/0 r/1 y/0	p/1 r/0 o/0 M/1 I/0 s/0 s/1 o/0 R/0 y/0	1	0	1	0	2
447	insufficiency	i/1 n/0 s/1 u/0 f/0 f/1 i/0 c/1 i/0 e/0 n/0 c/1 y/0	i/1 n/0 s/1 u/0 f/0 f/1 i/0 c/1 i/0 e/0 n/0 C/0 y/0	0	0	1	0	1
448	ehearsing	r/1 e/0 h/1 e/0 a/0 r/0 s/0 i/1 n/0 g/0	/1 e/0 h/1 e/0 a/0 r/0 s/0 I/0 n/0 g/0	0	0	1	0	1
449	nitty	n/1 i/0 t/0 t/1 y/0	n/1 i/0 T/1 t/1 y/0	0	0	0	1	1
450	ating	r/1 a/0 t/0 i/1 n/0 g/0	/1 a/0 t/0 I/0 n/0 g/0	0	0	1	0	1
451	concerne	c/1 o/0 n/0 c/1 e/0 r/0 n/0 e/0 d/0	c/1 o/0 n/0 c/1 e/0 r/0 n/0 E/1 d/0	0	0	0	1	1
452	messy	m/1 e/0 s/0 s/0 y/1	m/1 e/0 s/0 S/1 y/1	0	0	0	1	1
453	able	/1 o/0 a/1 b/1 l/0 e/0	/1 o/0 A/0 b/1 l/0 e/0	0	1	0	0	1
454	universe	u/1 n/1 i/0 v/1 e/0 r/0 s/0 e/0	u/1 N/0 i/0 v/1 e/0 r/0 S/1 e/0	1	0	0	0	1
455	victorious	v/1 i/0 c/0 t/1 o/0 r/1 i/0 o/1 u/0 s/0	v/1 i/0 c/0 t/1 o/0 R/0 i/0 o/1 u/0 s/0	0	0	1	0	1
456	bootstrap	b/1 o/0 o/0 t/0 s/1 t/0 r/0 a/0 p/0	b/1 o/0 o/0 t/0 S/0 t/0 r/0 a/0 p/0	0	0	1	0	1
457	bailey	b/1 a/0 i/0 l/1 e/0 y/0	b/1 a/0 i/0 L/0 E/1 y/0	0	1	0	0	1
458	auxiliary	a/1 u/0 x/0 i/1 l/0 i/1 a/0 r/1 y/0	a/1 u/0 x/0 i/1 l/0 i/1 a/0 R/0 y/0	0	0	1	0	1
459	mahatma	m/1 a/0 h/1 a/0 t/0 m/1 a/0	m/1 a/0 h/1 a/0 T/1 m/1 a/0	0	0	0	1	1
460	amiss	a/1 m/1 i/0 s/0 s/0	a/1 m/1 i/0 s/0 S/1	0	0	0	1	1
461	converge	c/1 o/0 n/0 v/1 e/0 r/0 g/0 e/0 d/0	c/1 o/0 n/0 v/1 e/0 r/0 G/1 e/0 d/0	0	0	0	1	1
462	edp	e/1 d/0 p/0	/1 d/0 P/1	0	0	0	1	1
463	preparatory	p/1 r/0 e/0 p/1 a/0 r/0 a/1 t/1 o/0 r/1 y/0	p/1 r/0 e/0 p/1 a/0 r/0 A/0 t/1 o/0 R/0 y/0	0	1	1	0	2
464	lanai	/1 a/0 n/1 a/0 i/1	l/1 a/0 N/0 a/0 I/0	0	0	2	0	2
465	il	/1 i/0 l/0 d/1 o/0	/1 i/0 L/1 d/1 o/0	0	0	0	1	1
466	copilot	c/1 o/0 p/1 i/0 l/1 o/0 t/0	c/1 o/0 P/0 I/1 l/1 o/0 t/0	0	1	0	0	1
467	launche	/1 a/0 u/0 n/0 c/0 h/0 e/1 r/0	l/1 a/0 u/0 n/0 c/0 h/0 E/0 r/0	0	0	1	0	1
468	palazz	p/1 a/0 l/1 a/0 z/0 z/1 o/0	p/1 a/0 L/0 A/1 z/0 z/1 o/0	0	1	0	0	1
469	singula	s/1 i/0 n/0 g/1 u/0 l/1 a/0 r/0	s/1 i/0 n/0 G/0 u/0 l/1 a/0 r/0	0	0	1	0	1
470	clustere	c/1 l/0 u/0 s/0 t/1 e/0 r/0 e/0 d/0	c/1 l/0 u/0 s/0 t/1 e/0 r/0 E/1 d/0	0	0	0	1	1
471	talisman	t/1 a/0 l/0 i/1 s/0 m/1 a/0 n/0	t/1 a/0 l/0 i/1 s/0 M/0 a/0 n/0	0	0	1	0	1
472	ab	a/1 b/0 r/0	a/1 B/1 r/0	0	0	0	1	1
473	etonate	/1 e/0 t/0 o/1 n/1 a/0 t/0 e/1 d/0	/1 e/0 T/1 O/0 N/0 a/0 t/0 E/0 d/0	1	0	2	0	3
474	lyric	/1 y/0 r/0 i/1 c/0	l/1 y/0 r/0 i/1 C/1	0	0	0	1	1
475	indignation	i/1 n/0 d/1 i/0 g/0 n/1 a/0 t/1 i/0 o/0 n/0	i/1 n/0 d/1 i/0 G/1 n/1 a/0 T/0 i/0 o/0 n/0	0	0	1	0	1
476	veritas	v/1 e/0 r/1 i/0 t/1 a/0 s/0	v/1 e/0 R/0 i/0 T/0 a/0 s/0	0	0	2	0	2
477	bestiary	b/1 e/0 s/0 t/1 i/0 a/1 r/0 y/1	b/1 e/0 S/1 t/1 i/0 A/0 r/0 y/1	0	0	1	0	1
478	anonymity	a/1 n/0 o/1 n/1 y/0 m/0 i/1 t/1 y/0	a/1 n/0 o/1 N/0 Y/1 M/1 I/0 T/0 y/0	2	0	1	0	3
479	prairie	p/1 r/0 a/0 i/0 r/1 i/0 e/0	p/1 r/0 a/0 i/0 R/0 I/1 e/0	0	1	0	0	1
480	lenses	/1 e/0 n/0 s/0 e/1 s/0	l/1 e/0 n/0 s/0 E/0 s/0	0	0	1	0	1
481	preposterous	p/1 r/0 e/0 p/1 o/0 s/0 t/1 e/0 r/0 o/1 u/0 s/0	p/1 r/0 e/0 p/1 o/0 s/0 T/0 e/0 r/0 o/1 u/0 s/0	0	0	1	0	1
482	maranatha	m/1 a/0 r/0 a/1 n/1 a/0 t/0 h/0 a/1	m/1 a/0 r/0 A/0 N/0 a/0 T/1 h/0 A/0	0	0	3	0	3
483	photocopie	p/1 h/0 o/0 t/1 o/0 c/1 o/0 p/0 i/1 e/1 r/0	p/1 h/0 o/0 t/1 o/0 c/1 o/0 p/0 i/1 E/0 r/0	1	0	0	0	1
484	climatology	c/1 l/0 i/0 m/1 a/0 t/1 o/0 l/0 o/1 g/1 y/0	c/1 l/0 i/0 M/0 a/0 T/0 o/0 l/0 O/0 g/1 y/0	0	1	2	0	3
485	completion	c/1 o/0 m/0 p/1 l/0 e/0 t/1 i/0 o/0 n/0	c/1 o/0 m/0 p/1 l/0 e/0 T/0 I/1 o/0 n/0	0	1	0	0	1
486	preprint	p/1 r/0 e/0 p/1 r/0 i/0 n/0 t/0	p/1 r/0 e/0 p/1 R/1 i/0 n/0 t/0	0	0	0	1	1
487	assassinate	a/1 s/0 s/1 a/0 s/0 s/1 i/0 n/1 a/0 t/0 e/1 d/0	a/1 s/0 s/1 a/0 s/0 s/1 i/0 N/0 a/0 T/1 E/0 d/0	1	0	1	0	2
488	gazeb	g/1 a/0 z/1 e/0 b/1 o/0	g/1 a/0 Z/0 e/0 b/1 o/0	0	0	1	0	1
489	seldom	s/1 e/0 l/0 d/1 o/0 m/0	s/1 e/0 L/1 D/0 O/1 m/0	1	0	0	1	2
490	snorkel	s/1 n/0 o/0 r/0 k/1 e/0 l/0	s/1 n/0 o/0 r/0 K/0 E/1 l/0	0	1	0	0	1
491	satanic	s/1 a/0 t/1 a/0 n/0 i/1 c/0	s/1 a/0 T/0 A/1 n/0 I/0 c/0	0	1	1	0	2
492	physician	p/1 h/0 y/0 s/1 i/0 c/1 i/0 a/0 n/0	p/1 h/0 y/0 S/0 i/0 c/1 i/0 a/0 n/0	0	0	1	0	1
493	earnestly	e/1 a/0 r/0 n/1 e/0 s/0 t/0 l/1 y/0	/1 a/0 r/0 N/0 E/1 s/0 t/0 l/1 y/0	0	1	0	0	1
494	lettere	/1 e/0 t/0 t/1 e/0 r/0 e/0 d/0	l/1 e/0 t/0 t/1 e/0 r/0 E/1 d/0	0	0	0	1	1
495	ubletree	/1 o/0 u/0 b/1 l/0 e/0 t/1 r/0 e/0 e/0	/1 o/0 u/0 b/1 l/0 e/0 T/0 R/1 e/0 e/0	0	1	0	0	1
496	acidity	a/1 c/1 i/0 d/0 i/1 t/1 y/0	a/1 C/0 i/0 d/0 i/1 t/1 y/0	1	0	0	0	1
497	aggregate	a/1 g/0 g/1 r/0 e/0 g/1 a/0 t/0 e/1 d/0	a/1 G/1 g/1 r/0 e/0 g/1 a/0 t/0 E/0 d/0	0	0	1	0	1
498	activation	a/1 c/0 t/1 i/0 v/1 a/0 t/1 i/0 o/0 n/0	a/1 c/0 t/1 i/0 V/0 a/0 T/0 i/0 o/0 n/0	0	0	2	0	2
499	unusual	u/1 n/0 u/1 s/1 u/0 a/1 l/0	u/1 n/0 u/1 S/0 u/0 a/1 l/0	1	0	0	0	1
500	esegregation	/1 e/0 s/1 e/0 g/0 r/1 e/0 g/1 a/0 t/1 i/0 o/0 n/0	/1 e/0 s/1 e/0 g/0 R/0 e/0 g/1 a/0 T/0 i/0 o/0 n/0	0	0	2	0	2
501	nana	n/1 a/0 n/1 a/0	n/1 a/0 N/0 a/0	0	0	1	0	1
502	criteria	c/1 r/0 i/0 t/1 e/0 r/1 i/0 a/1	c/1 r/0 i/0 T/0 e/0 R/0 i/0 a/1	0	0	2	0	2
503	yoghurt	y/1 o/0 g/1 h/0 u/0 r/0 t/0	y/1 o/0 G/0 h/0 u/0 r/0 t/0	0	0	1	0	1
504	gorge	g/1 o/0 r/0 g/0 e/0	g/1 o/0 r/0 G/1 e/0	0	0	0	1	1
505	arose	a/1 r/1 o/0 s/0 e/0	a/1 R/0 o/0 s/0 e/0	1	0	0	0	1
506	isproportionate	/1 i/0 s/0 p/1 r/0 o/0 p/1 o/0 r/0 t/1 i/0 o/0 n/0 a/1 t/0 e/0	/1 i/0 s/0 p/1 r/0 o/0 p/1 o/0 r/0 t/1 i/0 o/0 n/0 a/1 T/1 e/0	0	0	0	1	1
507	successfully	s/1 u/0 c/0 c/1 e/0 s/0 s/0 f/1 u/0 l/0 l/1 y/0	s/1 u/0 c/0 c/1 e/0 s/0 S/1 f/1 u/0 l/0 l/1 y/0	0	0	0	1	1
508	pebble	p/1 e/0 b/0 b/1 l/0 e/0	p/1 e/0 B/1 b/1 l/0 e/0	0	0	0	1	1
509	matchbook	m/1 a/0 t/0 c/0 h/0 b/1 o/0 o/0 k/0	m/1 a/0 T/1 c/0 h/0 b/1 o/0 o/0 k/0	0	0	0	1	1
510	itineraries	i/1 t/1 i/0 n/0 e/1 r/0 a/1 r/0 i/1 e/0 s/0	i/1 T/0 i/0 n/0 E/0 r/0 a/1 r/0 i/1 e/0 s/0	1	0	1	0	2
511	goldfields	g/1 o/0 l/0 d/0 f/1 i/0 e/0 l/0 d/0 s/0	g/1 o/0 l/0 d/0 f/1 i/0 e/0 l/0 d/0 S/1	0	0	0	1	1
512	eportation	/1 e/0 p/1 o/0 r/0 t/1 a/0 t/1 i/0 o/0 n/0	/1 e/0 p/1 o/0 r/0 T/0 A/1 t/1 i/0 o/0 n/0	0	1	0	0	1
513	accidental	a/1 c/0 c/1 i/0 d/1 e/0 n/0 t/1 a/0 l/0	a/1 c/0 c/1 i/0 D/0 e/0 n/0 t/1 a/0 l/0	0	0	1	0	1
514	abigail	a/1 b/0 i/1 g/1 a/0 i/0 l/0	a/1 B/1 I/0 G/0 a/0 i/0 l/0	1	0	1	0	2
515	philosophically	p/1 h/0 i/0 l/0 o/1 s/1 o/0 p/0 h/0 i/1 c/1 a/0 l/0 l/1 y/0	p/1 h/0 i/0 l/0 o/1 S/0 o/0 p/0 h/0 i/1 c/1 a/0 l/0 l/1 y/0	1	0	0	0	1
516	topology	t/1 o/0 p/1 o/0 l/0 o/1 g/1 y/0	t/1 o/0 P/0 o/0 l/0 o/1 g/1 y/0	0	0	1	0	1
517	emonstrat	/1 e/0 m/0 o/1 n/0 s/1 t/0 r/0 a/0 t/1 o/0 r/0	/1 e/0 M/1 o/1 n/0 s/1 t/0 r/0 a/0 T/0 o/0 r/0	0	0	1	0	1
518	gubernatorial	g/1 u/0 b/1 e/0 r/0 n/1 a/0 t/1 o/0 r/1 i/0 a/1 l/0	g/1 u/0 B/0 E/1 r/0 N/0 a/0 t/1 o/0 R/0 i/0 a/1 l/0	0	1	2	0	3
519	venous	v/1 e/0 n/1 o/0 u/0 s/0	v/1 e/0 N/0 O/1 u/0 s/0	0	1	0	0	1
520	bol	b/1 o/0 l/1 o/0	b/1 o/0 L/0 o/0	0	0	1	0	1
521	fortunately	f/1 o/0 r/0 t/1 u/0 n/1 a/0 t/0 e/0 l/1 y/0	f/1 o/0 r/0 t/1 u/0 n/1 a/0 t/0 E/1 l/1 y/0	0	0	0	1	1
522	frontie	f/1 r/0 o/0 n/0 t/1 i/0 e/0 r/0	f/1 r/0 o/0 n/0 T/0 i/0 e/0 r/0	0	0	1	0	1
